,age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
11448,28,7,1,7,1,1,1,1,5,296,2,999,0,3,-1.8,92.843,-50.0,1.64,5099.1,1
11449,48,2,2,1,2,1,2,5,2,563,1,999,0,3,1.4,93.918,-42.7,4.961,5228.1,0
11450,30,2,1,2,1,1,1,5,5,252,1,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
11451,42,1,3,4,3,3,1,9,1,295,2,999,1,2,-0.1,93.2,-42.0,4.191,5195.8,0
11452,31,11,2,6,2,1,1,3,2,32,1,999,0,3,-1.8,92.893,-46.2,1.291,5099.1,0
11453,36,10,1,4,2,1,1,3,4,229,1,999,0,3,-1.8,92.893,-46.2,1.327,5099.1,0
11454,34,10,2,4,1,1,1,6,2,188,2,999,0,3,1.4,93.444,-36.1,4.963,5228.1,0
11455,67,6,2,6,1,1,2,2,3,47,2,999,0,3,-1.8,93.075,-47.1,1.415,5099.1,0
11456,42,8,2,4,1,1,2,4,1,276,2,999,0,3,1.4,94.465,-41.8,4.865,5228.1,0
11457,32,10,1,7,1,1,1,2,2,721,4,999,0,3,-1.8,93.075,-47.1,1.453,5099.1,1
11458,32,5,2,7,2,1,1,9,2,118,1,999,0,3,-0.1,93.2,-42.0,4.153,5195.8,0
11459,45,11,2,4,1,1,2,3,5,545,2,999,0,3,1.1,93.994,-36.4,4.855,5191.0,0
11460,47,10,2,6,1,1,1,5,1,149,1,999,0,3,1.4,93.918,-42.7,4.96,5228.1,0
11461,36,1,2,7,2,1,1,5,3,203,3,999,0,3,1.4,93.918,-42.7,4.962,5228.1,0
11462,42,1,2,4,1,2,1,5,4,141,5,999,0,3,1.4,93.918,-42.7,4.968,5228.1,0
11463,38,3,2,1,2,2,1,9,2,224,1,999,0,3,-0.1,93.2,-42.0,4.153,5195.8,0
11464,47,10,2,3,1,1,2,3,5,150,5,999,0,3,1.1,93.994,-36.4,4.864,5191.0,0
11465,31,2,3,3,1,1,1,9,3,546,3,999,0,3,-0.1,93.2,-42.0,4.12,5195.8,0
11466,52,10,2,3,1,1,2,4,5,188,1,999,0,3,1.4,94.465,-41.8,4.967,5228.1,0
11467,30,1,2,7,2,2,1,2,2,111,1,999,0,3,-1.8,93.075,-47.1,1.423,5099.1,1
11468,48,7,2,7,1,1,1,5,1,191,2,999,0,3,1.4,93.918,-42.7,4.962,5228.1,0
11469,31,10,2,7,1,1,1,6,5,168,1,999,0,3,1.4,93.444,-36.1,4.964,5228.1,0
11470,42,2,2,3,2,1,2,3,5,143,4,999,0,3,1.1,93.994,-36.4,4.864,5191.0,0
11471,58,6,2,6,2,2,1,9,5,22,4,999,1,2,-0.1,93.2,-42.0,4.021,5195.8,0
11472,46,2,2,1,2,1,1,5,5,342,1,999,0,3,1.4,93.918,-42.7,4.957,5228.1,0
11473,29,1,1,7,1,2,2,5,1,1130,8,999,0,3,1.4,93.918,-42.7,4.96,5228.1,1
11474,32,2,3,3,1,1,2,3,3,205,2,999,0,3,1.1,93.994,-36.4,4.858,5191.0,0
11475,40,11,2,6,1,1,2,9,2,129,2,999,0,3,-0.1,93.2,-42.0,4.153,5195.8,0
11476,36,1,3,7,2,2,1,6,3,283,1,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
11477,58,1,2,7,1,1,2,6,5,121,2,999,0,3,-2.9,92.201,-31.4,0.881,5076.2,0
11478,42,10,2,4,2,1,1,2,4,163,1,999,0,3,-1.8,93.075,-47.1,1.406,5099.1,1
11479,30,1,1,7,2,1,1,9,1,324,2,999,0,3,-1.1,94.767,-50.8,1.039,4963.6,0
11480,36,1,2,7,2,1,1,6,3,295,1,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
11481,69,4,2,1,1,1,2,6,1,420,4,999,0,3,-2.9,92.201,-31.4,0.843,5076.2,0
11482,40,8,3,4,1,1,2,4,4,265,2,999,0,3,1.4,94.465,-41.8,4.866,5228.1,0
11483,31,1,2,7,1,1,1,6,2,164,1,999,0,3,-1.7,94.027,-38.3,0.904,4991.6,1
11484,44,10,2,6,2,1,2,4,5,189,2,999,0,3,1.4,94.465,-41.8,4.959,5228.1,0
11485,43,8,2,4,2,1,1,3,4,197,1,999,0,3,-1.8,92.893,-46.2,1.327,5099.1,0
11486,41,5,2,7,2,2,1,2,5,249,1,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,0
11487,27,9,1,7,2,1,2,3,3,274,6,999,0,3,1.1,93.994,-36.4,4.859,5191.0,0
11488,46,2,2,6,1,1,1,9,5,383,1,999,0,3,-1.1,94.767,-50.8,1.028,4963.6,0
11489,37,2,2,3,2,1,1,5,1,247,3,999,0,3,1.4,93.918,-42.7,4.962,5228.1,0
11490,30,10,2,7,1,1,1,4,1,108,1,999,0,3,-2.9,92.963,-40.8,1.26,5076.2,0
11491,49,4,2,1,1,1,1,2,5,115,1,999,0,3,-1.8,93.075,-47.1,1.479,5099.1,0
11492,36,2,2,1,1,1,2,3,5,42,11,999,0,3,1.1,93.994,-36.4,4.864,5191.0,0
11493,32,2,1,3,1,1,1,5,5,166,1,999,0,3,1.4,93.918,-42.7,4.957,5228.1,0
11494,34,10,2,7,1,1,2,3,2,162,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
11495,36,2,2,3,2,1,1,2,4,490,3,999,2,2,-1.8,93.075,-47.1,1.435,5099.1,1
11496,42,7,1,6,2,1,2,5,4,171,3,999,0,3,1.4,93.918,-42.7,4.958,5228.1,0
11497,37,1,2,7,2,1,1,5,3,163,1,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
11498,35,10,1,6,2,1,1,6,2,109,4,999,0,3,1.4,93.444,-36.1,4.968,5228.1,0
11499,39,8,2,3,2,1,2,5,1,543,2,999,0,3,1.4,93.918,-42.7,4.96,5228.1,0
11500,45,2,3,6,1,1,1,5,3,176,1,999,0,3,1.4,93.918,-42.7,4.962,5228.1,0
11501,30,1,1,4,2,2,1,5,2,254,1,999,0,3,1.4,93.918,-42.7,4.961,5228.1,0
11502,41,11,2,3,2,1,1,3,4,306,1,6,4,1,-1.8,93.876,-40.0,0.683,5008.7,1
11503,51,7,2,7,1,1,2,4,5,145,2,999,0,3,1.4,94.465,-41.8,4.967,5228.1,0
11504,45,8,3,3,1,1,1,3,3,215,1,999,1,2,-1.8,92.893,-46.2,1.281,5099.1,0
11505,28,10,1,6,2,1,2,3,5,8,9,999,0,3,-1.8,92.893,-46.2,1.25,5099.1,0
11506,58,10,3,7,2,1,1,6,4,86,2,999,0,3,1.4,93.444,-36.1,4.964,5228.1,0
11507,34,4,2,8,2,1,1,6,5,314,2,999,0,3,1.4,93.444,-36.1,4.964,5228.1,0
11508,34,1,2,4,2,2,1,3,1,528,1,999,0,3,-1.8,92.893,-46.2,1.299,5099.1,0
11509,36,1,2,7,2,1,1,6,2,223,4,999,0,3,1.4,93.444,-36.1,4.968,5228.1,0
11510,42,2,2,2,1,1,2,4,5,1098,2,999,0,3,1.4,94.465,-41.8,4.959,5228.1,1
11511,49,2,2,3,1,1,1,3,2,135,1,999,2,2,-1.8,92.893,-46.2,1.266,5099.1,0
11512,29,2,1,6,2,2,1,1,2,176,1,999,0,3,-1.8,93.369,-34.8,0.652,5008.7,1
11513,37,1,1,7,2,1,1,5,5,271,2,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
11514,38,10,2,7,2,1,1,4,3,273,1,999,0,3,-2.9,92.963,-40.8,1.26,5076.2,0
11515,45,3,2,7,1,1,1,6,4,254,2,999,0,3,1.4,93.444,-36.1,4.968,5228.1,0
11516,55,4,2,1,2,2,2,3,2,211,2,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
11517,37,2,1,8,1,1,2,3,5,107,1,999,0,3,1.1,93.994,-36.4,4.855,5191.0,0
11518,38,1,1,7,2,1,1,9,3,255,6,999,0,3,-0.1,93.2,-42.0,4.12,5195.8,0
11519,29,3,2,2,2,1,2,3,3,190,5,999,0,3,1.1,93.994,-36.4,4.858,5191.0,0
11520,30,9,1,4,2,1,1,3,3,156,4,3,1,1,-1.8,92.893,-46.2,1.27,5099.1,0
11521,57,2,2,1,2,1,1,5,4,953,1,999,0,3,1.4,93.918,-42.7,4.962,5228.1,0
11522,52,2,2,1,2,1,2,3,2,79,2,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
11523,31,3,1,4,1,1,1,9,4,189,1,999,0,3,-0.1,93.2,-42.0,4.076,5195.8,0
11524,49,1,3,4,1,1,1,5,1,148,3,999,0,3,1.4,93.918,-42.7,4.96,5228.1,0
11525,29,8,1,7,1,1,1,6,1,265,1,6,1,1,-1.7,94.027,-38.3,0.904,4991.6,1
11526,37,8,2,4,2,2,1,9,3,584,2,999,0,3,-0.1,93.2,-42.0,4.12,5195.8,0
11527,26,8,3,2,1,1,2,3,4,186,1,999,0,3,1.1,93.994,-36.4,4.855,5191.0,0
11528,50,2,2,1,1,1,2,6,2,39,3,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
11529,48,5,2,7,2,1,1,6,2,313,1,999,0,3,-2.9,92.201,-31.4,0.884,5076.2,0
11530,36,3,2,7,2,1,1,2,5,486,2,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,0
11531,36,1,2,7,2,1,1,3,3,241,2,999,0,3,-1.8,92.893,-46.2,1.334,5099.1,0
11532,33,1,1,7,1,1,2,9,5,49,1,999,0,3,-0.1,93.2,-42.0,4.021,5195.8,0
11533,30,2,1,1,1,2,2,4,1,136,1,999,0,3,1.4,94.465,-41.8,4.961,5228.1,0
11534,50,5,2,7,2,1,1,5,4,221,1,999,0,3,1.4,93.918,-42.7,4.968,5228.1,0
11535,35,5,2,7,1,1,2,3,3,273,1,999,0,3,1.1,93.994,-36.4,4.859,5191.0,0
11536,37,1,3,7,2,1,1,3,3,302,4,999,0,3,-1.8,92.893,-46.2,1.281,5099.1,0
11537,38,8,2,2,2,1,1,9,4,88,2,999,0,3,-0.1,93.2,-42.0,4.076,5195.8,0
11538,58,2,2,6,1,1,2,4,5,15,12,999,0,3,1.4,94.465,-41.8,4.959,5228.1,0
11539,37,1,1,8,1,1,2,5,2,74,13,999,0,3,1.4,93.918,-42.7,4.961,5228.1,0
11540,31,5,2,7,1,1,1,6,3,347,1,999,0,3,1.4,93.444,-36.1,4.967,5228.1,0
11541,55,3,2,6,2,2,1,8,1,233,1,999,2,2,-3.4,92.431,-26.9,0.739,5017.5,0
11542,29,8,1,4,2,1,1,9,3,402,1,999,1,2,-0.1,93.2,-42.0,4.12,5195.8,0
11543,33,3,1,7,2,1,1,3,1,9,3,999,1,2,-1.8,92.893,-46.2,1.244,5099.1,0
11544,45,12,2,8,1,2,2,3,4,62,6,999,0,3,1.1,93.994,-36.4,4.86,5191.0,0
11545,32,10,1,4,1,1,1,6,2,162,10,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
11546,47,5,2,3,1,1,1,9,1,97,1,999,0,3,-0.1,93.2,-42.0,4.191,5195.8,0
11547,25,1,1,7,2,2,2,8,4,227,1,999,0,3,-3.4,92.431,-26.9,0.74,5017.5,0
11548,43,10,1,4,1,1,1,9,5,61,2,999,0,3,-0.1,93.2,-42.0,4.021,5195.8,0
11549,26,9,1,6,2,1,1,4,3,96,1,999,1,2,-2.9,92.963,-40.8,1.26,5076.2,0
11550,34,10,2,6,1,2,2,3,3,187,4,999,0,3,1.1,93.994,-36.4,4.859,5191.0,0
11551,39,7,1,7,1,1,1,3,2,180,2,999,0,3,-1.8,92.893,-46.2,1.344,5099.1,0
11552,43,8,3,8,2,2,1,5,2,483,7,999,0,3,1.4,93.918,-42.7,4.961,5228.1,0
11553,24,1,1,7,2,1,1,4,3,151,7,999,1,2,-2.9,92.963,-40.8,1.244,5076.2,0
11554,33,7,2,3,2,1,2,3,3,48,1,999,0,3,1.1,93.994,-36.4,4.856,5191.0,0
11555,31,10,1,7,2,1,1,6,1,144,1,999,0,3,1.4,93.444,-36.1,4.963,5228.1,0
11556,53,2,3,1,1,1,1,5,2,64,1,999,0,3,1.4,93.918,-42.7,4.961,5228.1,0
11557,31,10,1,7,2,1,2,4,3,119,1,999,0,3,-1.7,94.055,-39.8,0.767,4991.6,0
11558,27,2,2,2,2,1,1,5,5,186,2,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
11559,49,2,2,1,2,1,1,5,2,792,4,999,0,3,1.4,93.918,-42.7,4.961,5228.1,0
11560,38,11,2,1,2,2,2,3,2,206,2,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
11561,34,8,3,3,1,1,2,4,4,73,2,999,0,3,1.4,94.465,-41.8,4.961,5228.1,0
11562,29,1,1,4,2,1,1,5,5,130,2,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
11563,37,1,2,4,2,1,2,5,4,29,14,999,0,3,1.4,93.918,-42.7,4.968,5228.1,0
11564,57,6,2,8,1,1,2,3,2,205,8,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
11565,32,2,2,1,1,1,2,5,5,110,1,999,0,3,1.4,93.918,-42.7,4.962,5228.1,0
11566,28,2,2,3,2,1,1,3,2,3509,2,3,2,1,-1.8,92.893,-46.2,1.266,5099.1,0
11567,22,2,1,2,1,2,2,3,5,1073,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,1
11568,47,11,2,4,2,1,1,9,2,65,1,999,1,2,-0.1,93.2,-42.0,4.153,5195.8,0
11569,35,1,1,4,2,1,1,9,1,139,1,999,0,3,-0.1,93.2,-42.0,4.191,5195.8,0
11570,29,1,2,6,2,1,2,4,3,583,4,999,0,3,1.4,94.465,-41.8,4.959,5228.1,1
11571,52,2,2,1,2,1,1,6,5,362,2,999,0,3,1.4,93.444,-36.1,4.966,5228.1,0
11572,34,10,2,7,1,1,1,6,1,220,1,999,0,3,-2.9,92.201,-31.4,0.861,5076.2,1
11573,25,2,2,3,2,1,2,3,5,214,2,999,0,3,1.1,93.994,-36.4,4.855,5191.0,0
11574,33,2,1,1,1,1,1,2,4,452,1,999,0,3,-1.8,93.075,-47.1,1.365,5099.1,1
11575,35,1,1,4,1,1,1,3,4,923,1,999,0,3,-1.8,92.893,-46.2,1.327,5099.1,1
11576,45,3,1,7,1,1,2,4,1,162,6,999,0,3,1.4,94.465,-41.8,4.96,5228.1,0
11577,46,1,2,7,1,1,2,4,4,93,1,999,0,3,1.4,94.465,-41.8,4.866,5228.1,0
11578,24,2,1,2,1,1,2,5,3,115,1,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
11579,42,1,2,7,2,1,1,6,3,78,8,999,0,3,1.4,93.444,-36.1,4.964,5228.1,0
11580,36,7,3,6,2,1,1,6,3,157,1,999,0,3,1.4,93.444,-36.1,4.964,5228.1,0
11581,50,2,2,2,1,1,2,3,5,66,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
11582,40,3,2,4,1,2,2,3,5,241,2,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
11583,35,2,2,4,2,2,1,9,1,330,2,999,0,3,-0.1,93.2,-42.0,4.191,5195.8,0
11584,31,7,2,3,1,1,1,5,4,259,1,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
11585,37,2,2,3,2,1,1,1,2,158,1,999,1,2,-1.8,93.369,-34.8,0.637,5008.7,0
11586,39,2,2,3,2,1,2,4,1,389,1,999,0,3,1.4,94.465,-41.8,4.865,5228.1,0
11587,35,1,1,7,1,1,1,5,5,536,1,999,0,3,1.4,93.918,-42.7,4.957,5228.1,1
11588,27,1,1,7,2,1,1,6,3,398,4,999,1,2,-2.9,92.201,-31.4,0.879,5076.2,1
11589,36,4,2,2,1,1,1,6,1,53,3,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
11590,28,1,1,4,1,1,1,2,4,571,1,999,0,3,-1.8,93.075,-47.1,1.365,5099.1,1
11591,40,1,3,7,1,1,2,5,3,97,6,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
11592,55,2,2,6,2,2,2,4,1,354,1,999,0,3,1.4,94.465,-41.8,4.865,5228.1,0
11593,41,10,2,6,1,1,1,6,1,157,3,999,0,3,1.4,93.444,-36.1,4.97,5228.1,0
11594,24,9,1,4,2,1,1,3,2,113,2,999,2,2,-1.8,93.876,-40.0,0.682,5008.7,0
11595,34,1,4,7,2,1,1,5,4,243,1,999,0,3,1.4,93.918,-42.7,4.958,5228.1,0
11596,40,5,2,7,1,1,1,2,1,28,7,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,0
11597,31,2,2,3,2,2,1,9,3,117,1,999,0,3,-0.1,93.2,-42.0,4.12,5195.8,0
11598,74,6,2,7,1,1,1,2,4,200,1,999,0,3,-1.8,93.749,-34.6,0.644,5008.7,1
11599,44,1,3,4,2,1,1,3,2,173,2,999,1,2,-1.8,92.893,-46.2,1.291,5099.1,0
11600,42,1,1,7,3,3,2,4,3,34,2,999,0,3,-2.9,92.963,-40.8,1.26,5076.2,0
11601,26,1,1,7,2,1,1,2,5,376,1,999,0,3,-1.8,93.075,-47.1,1.479,5099.1,0
11602,56,1,3,8,1,1,2,4,4,57,2,999,0,3,1.4,94.465,-41.8,4.866,5228.1,0
11603,38,10,3,4,2,1,2,9,3,137,4,999,1,2,-0.1,93.2,-42.0,4.12,5195.8,0
11604,35,7,2,4,2,1,1,9,4,305,2,999,0,3,-0.1,93.2,-42.0,4.076,5195.8,0
11605,47,3,3,7,1,1,1,9,2,62,2,999,1,2,-0.1,93.2,-42.0,4.153,5195.8,0
11606,37,10,1,4,1,1,2,4,2,548,3,999,0,3,1.4,94.465,-41.8,4.961,5228.1,0
11607,33,7,1,7,1,1,2,6,3,79,4,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
11608,32,1,1,7,1,1,2,3,1,112,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
11609,40,11,3,7,2,1,1,5,3,1373,2,999,0,3,1.4,93.918,-42.7,4.963,5228.1,1
11610,41,2,2,1,1,1,2,4,4,96,2,999,0,3,1.4,94.465,-41.8,4.866,5228.1,0
11611,33,7,3,8,1,1,2,3,3,1161,4,999,0,3,1.1,93.994,-36.4,4.858,5191.0,0
11612,54,2,2,6,2,1,2,2,4,173,2,999,0,3,-1.8,93.075,-47.1,1.483,5099.1,0
11613,51,7,2,1,1,1,1,9,1,189,1,999,0,3,-0.1,93.2,-42.0,4.191,5195.8,0
11614,31,4,2,1,1,1,2,4,3,91,2,999,0,3,1.4,94.465,-41.8,4.958,5228.1,0
11615,55,4,2,6,2,1,2,3,2,137,5,999,0,3,-1.8,92.893,-46.2,1.266,5099.1,0
11616,31,10,2,6,1,1,1,6,5,93,1,999,0,3,1.4,93.444,-36.1,4.966,5228.1,0
11617,39,10,3,6,2,1,1,6,2,41,7,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
11618,34,1,1,7,1,2,1,3,1,14,5,999,0,3,-1.8,92.893,-46.2,1.299,5099.1,0
11619,22,9,1,4,2,2,2,3,4,382,3,999,1,2,-1.8,92.893,-46.2,1.266,5099.1,0
11620,32,2,3,3,1,1,2,3,3,95,3,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
11621,53,1,1,7,2,1,2,3,3,222,5,999,0,3,1.1,93.994,-36.4,4.858,5191.0,0
11622,35,10,2,7,2,1,1,6,2,425,2,999,1,2,-2.9,92.201,-31.4,0.883,5076.2,0
11623,47,1,2,7,1,1,2,10,1,91,2,999,0,3,-3.0,92.713,-33.0,0.717,5023.5,0
11624,47,2,2,3,2,1,2,3,4,185,7,999,0,3,1.1,93.994,-36.4,4.855,5191.0,0
11625,52,10,2,6,2,1,1,9,5,259,1,999,1,2,-3.4,92.649,-30.1,0.714,5017.5,1
11626,57,3,2,3,2,1,2,4,5,850,3,999,0,3,1.4,94.465,-41.8,4.959,5228.1,0
11627,36,10,2,6,1,1,1,5,3,84,2,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
11628,35,10,2,7,2,1,1,6,2,55,2,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
11629,42,2,1,3,2,1,1,3,4,16,5,999,0,3,-1.8,92.893,-46.2,1.327,5099.1,0
11630,30,1,1,7,1,1,1,4,3,656,1,999,0,3,-2.9,92.963,-40.8,1.26,5076.2,0
11631,27,10,1,6,2,1,1,5,4,121,3,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
11632,25,12,1,7,1,1,2,4,3,2203,2,999,0,3,1.4,94.465,-41.8,4.864,5228.1,1
11633,34,10,1,6,2,1,1,6,2,251,1,999,0,3,-2.9,92.201,-31.4,0.884,5076.2,0
11634,36,2,2,4,2,1,2,3,1,23,10,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
11635,78,6,3,2,1,1,1,8,5,631,2,999,2,2,-3.4,92.431,-26.9,0.72,5017.5,0
11636,35,11,1,3,1,1,1,5,5,936,1,999,0,3,1.4,93.918,-42.7,4.962,5228.1,0
11637,35,8,1,4,1,1,1,3,2,71,2,999,0,3,-1.8,92.893,-46.2,1.344,5099.1,0
11638,46,11,2,3,2,2,1,4,2,1210,4,999,1,2,-2.9,92.963,-40.8,1.262,5076.2,1
11639,50,10,2,8,2,2,1,3,2,400,1,999,0,3,-1.8,92.893,-46.2,1.344,5099.1,1
11640,29,10,1,6,2,1,1,4,3,226,2,6,1,1,-1.7,94.055,-39.8,0.704,4991.6,1
11641,45,10,2,7,2,1,1,9,3,359,1,999,0,3,-3.4,92.649,-30.1,0.715,5017.5,0
11642,37,2,2,4,2,1,2,4,2,171,1,999,0,3,1.4,94.465,-41.8,4.961,5228.1,0
11643,39,2,2,4,1,2,1,3,5,248,1,999,1,2,-1.8,92.893,-46.2,1.313,5099.1,0
11644,49,1,3,4,2,1,1,3,4,168,3,999,1,2,-1.8,92.893,-46.2,1.327,5099.1,0
11645,30,9,1,6,2,1,1,7,1,1616,4,19,1,1,-1.1,94.199,-37.5,0.879,4963.6,0
11646,42,7,2,7,2,1,1,4,3,436,1,3,1,1,-2.9,92.963,-40.8,1.26,5076.2,1
11647,57,1,2,7,1,1,1,6,3,104,5,999,0,3,1.4,93.444,-36.1,4.964,5228.1,0
11648,49,2,2,1,1,1,2,3,2,384,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
11649,34,1,1,7,2,2,1,6,1,90,2,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
11650,50,4,2,3,2,1,1,6,4,20,12,999,0,3,1.4,93.444,-36.1,4.962,5228.1,0
11651,47,10,2,6,1,1,2,4,4,223,1,999,0,3,1.4,94.465,-41.8,4.958,5228.1,0
11652,51,2,2,1,1,1,1,3,1,214,2,999,1,2,-1.8,92.893,-46.2,1.299,5099.1,0
11653,38,2,1,1,1,1,2,3,4,28,3,999,0,3,1.1,93.994,-36.4,4.855,5191.0,0
11654,31,2,1,4,1,1,1,9,4,184,1,999,0,3,-0.1,93.2,-42.0,4.076,5195.8,0
11655,37,8,2,6,1,1,1,3,1,336,2,999,0,3,-1.8,92.893,-46.2,1.244,5099.1,0
11656,83,6,2,7,2,1,1,5,2,178,1,6,2,1,-1.7,94.215,-40.3,0.835,4991.6,1
11657,40,2,3,3,2,1,1,9,2,67,1,999,1,2,-0.1,93.2,-42.0,4.153,5195.8,0
11658,39,3,2,7,2,1,1,9,4,260,1,999,0,3,-0.1,93.2,-42.0,4.076,5195.8,0
11659,35,10,1,6,1,1,2,4,5,397,1,999,0,3,1.4,94.465,-41.8,4.947,5228.1,0
11660,40,10,1,6,2,1,1,2,1,430,1,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,0
11661,33,7,1,4,1,1,1,3,2,238,1,999,1,2,-1.8,92.893,-46.2,1.291,5099.1,0
11662,35,2,1,3,2,1,1,5,2,120,6,999,0,3,1.4,93.918,-42.7,4.961,5228.1,0
11663,29,1,1,7,2,1,1,3,3,215,3,999,1,2,-1.8,92.893,-46.2,1.334,5099.1,0
11664,47,2,2,8,2,2,2,3,4,95,1,999,0,3,1.1,93.994,-36.4,4.86,5191.0,0
11665,46,10,1,7,1,1,1,6,4,119,3,999,0,3,1.4,93.444,-36.1,4.968,5228.1,0
11666,32,2,2,3,1,1,1,2,5,208,1,999,1,2,-1.8,93.075,-47.1,1.405,5099.1,0
11667,47,8,2,4,1,1,2,3,2,127,2,999,0,3,1.1,93.994,-36.4,4.856,5191.0,0
11668,37,2,1,6,1,1,1,8,3,727,3,999,0,3,-3.4,92.431,-26.9,0.742,5017.5,0
11669,51,10,2,6,1,1,1,9,5,281,2,999,1,2,-0.1,93.2,-42.0,4.021,5195.8,0
11670,58,6,3,4,2,1,1,8,4,76,4,999,0,3,-3.4,92.431,-26.9,0.722,5017.5,0
11671,34,2,2,1,1,1,2,3,2,27,1,999,0,3,1.1,93.994,-36.4,4.856,5191.0,0
11672,39,1,2,7,2,1,2,9,4,442,4,999,0,3,-0.1,93.2,-42.0,4.076,5195.8,0
11673,29,5,1,4,2,1,1,2,4,329,2,999,1,2,-1.8,93.075,-47.1,1.365,5099.1,0
11674,56,8,2,4,2,1,1,3,5,169,1,999,1,2,-1.8,92.893,-46.2,1.25,5099.1,0
11675,40,3,2,4,1,1,2,4,1,78,1,999,0,3,1.4,94.465,-41.8,4.96,5228.1,0
11676,40,2,2,3,1,2,2,4,2,2456,2,999,0,3,1.4,94.465,-41.8,4.864,5228.1,1
11677,46,10,2,8,2,1,1,6,5,70,1,999,0,3,1.4,93.444,-36.1,4.963,5228.1,0
11678,40,8,1,4,1,1,2,3,3,189,7,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
11679,28,1,1,7,1,1,1,3,1,497,3,999,0,3,-1.8,92.893,-46.2,1.354,5099.1,0
11680,39,5,2,7,2,1,1,6,1,230,2,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
11681,36,8,2,4,2,2,2,4,3,57,2,999,0,3,1.4,94.465,-41.8,4.962,5228.1,0
11682,26,1,2,4,1,1,1,4,1,79,1,999,0,3,-2.9,92.963,-40.8,1.26,5076.2,0
11683,35,10,3,6,1,1,1,6,5,424,4,999,0,3,1.4,93.444,-36.1,4.966,5228.1,0
11684,29,1,1,4,2,1,1,2,4,275,1,999,0,3,-1.8,93.075,-47.1,1.41,5099.1,0
11685,56,2,2,1,3,3,2,3,4,137,1,999,0,3,1.1,93.994,-36.4,4.86,5191.0,0
11686,48,2,1,2,1,1,2,3,5,148,4,999,0,3,1.1,93.994,-36.4,4.864,5191.0,0
11687,48,10,2,6,1,1,1,6,1,43,3,999,0,3,1.4,93.444,-36.1,4.963,5228.1,0
11688,44,3,2,4,2,1,2,3,4,181,2,999,0,3,1.1,93.994,-36.4,4.855,5191.0,0
11689,46,2,2,3,1,1,1,6,3,239,1,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
11690,32,10,1,6,2,1,1,5,2,479,1,999,0,3,1.4,93.918,-42.7,4.961,5228.1,0
11691,56,10,2,6,2,1,1,5,2,208,1,999,0,3,1.4,93.918,-42.7,4.961,5228.1,0
11692,58,6,2,4,1,1,1,6,4,144,1,999,0,3,-2.9,92.201,-31.4,0.883,5076.2,0
11693,35,3,2,3,2,1,1,9,2,155,1,999,0,3,-0.1,93.2,-42.0,4.153,5195.8,0
11694,34,5,2,4,2,1,1,9,3,228,3,999,0,3,-0.1,93.2,-42.0,4.12,5195.8,0
11695,56,8,2,4,2,2,1,5,5,65,4,999,0,3,1.4,93.918,-42.7,4.962,5228.1,0
11696,30,8,2,4,2,1,1,9,3,599,4,999,1,2,-0.1,93.2,-42.0,4.12,5195.8,0
11697,32,1,2,7,1,2,1,5,3,70,5,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
